NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 8070; Cook County; Illinois,5111,613,56434,2878,237,1263,0,175,1029,93,93,23,227,17,031,807000,0.11993738994325964,10.940827092732425,0.0823488533703961,0.13855898653998416,0.423712342079689,17031807000
Census Tract 8071; Cook County; Illinois,3850,305,146719,1635,44,1032,9,79,171,27,10,7,0,17,031,807100,0.07922077922077922,11.896274471763684,0.02691131498470948,0.08527131782945736,0.2573099415204678,17031807100
Census Tract 8072; Cook County; Illinois,6056,556,97212,3195,228,1669,8,154,299,56,0,21,185,17,031,807200,0.09180977542932629,11.484649439618492,0.07136150234741784,0.09706411024565609,0.8762541806020067,17031807200
Census Tract 8073; Cook County; Illinois,8074,408,77307,4058,134,2150,231,130,1123,159,42,24,151,17,031,807300,0.050532573693336635,11.255539786749798,0.03302119270576639,0.16790697674418606,0.3348174532502226,17031807300
Census Tract 8074; Cook County; Illinois,6960,521,91926,3344,81,1877,14,137,806,115,20,20,163,17,031,807400,0.07485632183908046,11.428739184543808,0.024222488038277513,0.08044752264251465,0.3945409429280397,17031807400
Census Tract 8075; Cook County; Illinois,3325,75,141411,1951,147,891,29,17,105,35,14,11,24,17,031,807500,0.022556390977443608,11.859425822912488,0.07534597642234751,0.051627384960718295,0.8,17031807500
Census Tract 8076; Cook County; Illinois,6319,668,101432,3168,168,1727,98,83,394,21,16,0,108,17,031,807600,0.10571292926095902,11.527143902207785,0.05303030303030303,0.10480602200347423,0.3680203045685279,17031807600
Census Tract 8077; Cook County; Illinois,6149,1198,66984,3013,203,1680,58,129,593,0,69,48,348,17,031,807700,0.19482842738656692,11.112209063884269,0.067374709591769,0.1113095238095238,0.7841483979763912,17031807700
Census Tract 8078; Cook County; Illinois,2650,87,151538,1388,83,734,5,48,45,0,0,0,0,17,031,807800,0.03283018867924528,11.928591697562718,0.05979827089337176,0.07220708446866485,0.0,17031807800
Census Tract 8079; Cook County; Illinois,4342,217,108351,1817,31,1107,5,15,23,0,0,0,0,17,031,807900,0.049976969138645785,11.593131236271246,0.0170610897083104,0.018066847335140017,0.0,17031807900
Census Tract 8080.01; Cook County; Illinois,3584,151,93958,1831,194,1005,28,53,93,0,7,0,9,17,031,808001,0.04213169642857143,11.450603152892837,0.10595303113052977,0.08059701492537313,0.17204301075268819,17031808001
Census Tract 8080.02; Cook County; Illinois,5241,341,87460,2039,200,1451,42,187,720,31,0,51,357,17,031,808002,0.06506391909940851,11.378936824966912,0.0980872976949485,0.1578221915920055,0.6097222222222223,17031808002
Census Tract 8081; Cook County; Illinois,3149,366,56131,1309,41,766,33,11,281,0,22,18,124,17,031,808100,0.11622737376945062,10.93544352356233,0.03132161955691368,0.057441253263707574,0.5836298932384342,17031808100
Census Tract 8082; Cook County; Illinois,5806,469,84250,2960,196,1561,31,84,280,0,30,10,67,17,031,808200,0.08077850499483293,11.341543848214608,0.06621621621621622,0.07367072389493914,0.3821428571428571,17031808200
Census Tract 8083.01; Cook County; Illinois,6094,487,77500,3108,141,1719,0,138,692,21,70,30,95,17,031,808301,0.07991467016737774,11.258033215341438,0.045366795366795366,0.08027923211169284,0.31213872832369943,17031808301
Census Tract 8083.02; Cook County; Illinois,4683,634,74539,2467,156,1297,131,133,346,0,12,0,202,17,031,808302,0.1353833013025838,11.219077757327483,0.06323469801378193,0.2035466461063994,0.6184971098265896,17031808302
Census Tract 8084; Cook County; Illinois,4297,249,116096,2265,80,1311,23,39,160,0,24,31,20,17,031,808400,0.05794740516639516,11.662172714034753,0.03532008830022075,0.04729214340198322,0.46875,17031808400
Census Tract 8085; Cook County; Illinois,4334,184,128254,2256,109,1196,13,66,58,0,15,9,8,17,031,808500,0.042455006922012,11.761767951630468,0.04831560283687943,0.06605351170568562,0.5517241379310345,17031808500
Census Tract 8086; Cook County; Illinois,2288,50,156635,1172,28,632,0,25,237,33,18,0,28,17,031,808600,0.021853146853146852,11.961673536928009,0.023890784982935155,0.03955696202531646,0.3333333333333333,17031808600
Census Tract 8087.02; Cook County; Illinois,839,176,56463,1761,200,120,0,23,132,0,0,30,27,17,031,808702,0.2097735399284863,10.941340835358673,0.1135718341851221,0.19166666666666668,0.4318181818181818,17031808702
Census Tract 8088; Cook County; Illinois,3491,168,159500,2094,64,930,0,45,387,7,73,9,53,17,031,808800,0.04812374677742767,11.979799201207037,0.030563514804202482,0.04838709677419355,0.3669250645994832,17031808800
Census Tract 8089; Cook County; Illinois,4111,123,183893,2274,41,1206,53,78,152,8,10,12,16,17,031,808900,0.02991972756020433,12.122109345702647,0.01802990325417766,0.10862354892205639,0.3026315789473684,17031808900
Census Tract 8090; Cook County; Illinois,3731,163,193500,1799,31,987,16,14,334,55,0,36,156,17,031,809000,0.043688019297775396,12.173032791451973,0.017231795441912175,0.030395136778115502,0.7395209580838323,17031809000
Census Tract 8091; Cook County; Illinois,3214,161,107000,1758,129,789,23,40,662,38,103,11,138,17,031,809100,0.05009334163036715,11.580584113444043,0.07337883959044368,0.07984790874524715,0.4380664652567976,17031809100
Census Tract 8092; Cook County; Illinois,4855,1058,48839,2221,174,1204,32,471,919,102,152,78,168,17,031,809200,0.21791967044284244,10.79628445299455,0.07834308869878433,0.41777408637873753,0.544069640914037,17031809200
Census Tract 8093; Cook County; Illinois,4485,1437,43732,2135,64,530,0,0,1390,112,0,89,612,17,031,809300,0.3204013377926421,10.685835378554376,0.029976580796252927,0.0,0.5848920863309353,17031809300
Census Tract 8094.01; Cook County; Illinois,2658,248,105231,1431,78,444,0,9,780,73,85,90,240,17,031,809401,0.09330323551542513,11.563913212683147,0.05450733752620545,0.02027027027027027,0.6256410256410256,17031809401
Census Tract 8094.02; Cook County; Illinois,2501,923,67014,1074,84,309,20,0,1056,37,34,12,478,17,031,809402,0.3690523790483807,11.11265683176888,0.0782122905027933,0.06472491909385113,0.53125,17031809402
Census Tract 8095; Cook County; Illinois,4069,621,74538,2535,109,659,70,17,1403,147,81,118,358,17,031,809500,0.1526173507004178,11.219064341441731,0.04299802761341223,0.13201820940819423,0.5017818959372773,17031809500
Census Tract 8096; Cook County; Illinois,3226,194,76844,1696,138,805,17,106,312,0,29,0,80,17,031,809600,0.06013639181649101,11.249532671748334,0.08136792452830188,0.15279503105590062,0.34935897435897434,17031809600
Census Tract 8097; Cook County; Illinois,3654,183,132875,1933,65,914,43,154,334,0,0,0,22,17,031,809700,0.05008210180623974,11.797164115644248,0.03362648732540093,0.21553610503282275,0.0658682634730539,17031809700
Census Tract 8098; Cook County; Illinois,2597,424,76444,1434,90,626,144,78,570,162,38,32,115,17,031,809800,0.16326530612244897,11.244313725608873,0.06276150627615062,0.3546325878594249,0.6087719298245614,17031809800
Census Tract 8099; Cook County; Illinois,2759,234,119476,1603,94,672,0,65,553,29,17,93,105,17,031,809900,0.08481333816600217,11.690870793363203,0.058640049906425455,0.09672619047619048,0.4412296564195298,17031809900
Census Tract 8100; Cook County; Illinois,5339,561,120809,3669,142,1205,57,101,1039,52,99,42,139,17,031,810000,0.10507585690204158,11.701966065018876,0.038702643772144996,0.13112033195020747,0.31953801732435033,17031810000
Census Tract 8101; Cook County; Illinois,4586,172,93056,3126,177,1086,0,97,1027,125,55,92,72,17,031,810100,0.03750545137374618,11.440956741453137,0.05662188099808062,0.08931860036832412,0.3349561830574489,17031810100
Census Tract 8102; Cook County; Illinois,6699,853,71948,4183,251,1891,0,259,1669,181,44,19,426,17,031,810200,0.12733243767726526,11.183698914847861,0.06000478125747071,0.13696456901110524,0.40143798681845416,17031810200
Census Tract 8103.01; Cook County; Illinois,4508,319,89390,2788,511,1067,8,37,537,53,0,43,40,17,031,810301,0.07076308784383319,11.400764098081899,0.1832855093256815,0.04217432052483599,0.2532588454376164,17031810301
Census Tract 8103.02; Cook County; Illinois,3194,150,116860,1986,70,877,59,117,364,14,71,31,36,17,031,810302,0.046963055729492796,11.668731916108428,0.035246727089627394,0.2006841505131129,0.4175824175824176,17031810302
Census Tract 8104; Cook County; Illinois,5726,151,131419,3071,73,1569,10,36,163,0,0,0,69,17,031,810400,0.02637093957387356,11.786145971231004,0.02377075871051775,0.029318036966220522,0.4233128834355828,17031810400
Census Tract 8105.01; Cook County; Illinois,5103,256,78798,2430,122,1509,75,97,193,9,0,1,45,17,031,810501,0.050166568685087204,11.274642894813216,0.050205761316872426,0.11398277004638833,0.2849740932642487,17031810501
Census Tract 8105.02; Cook County; Illinois,5569,314,70781,3026,183,1489,0,175,680,60,0,8,216,17,031,810502,0.05638355180463279,11.167345882084478,0.06047587574355585,0.11752854264607118,0.4176470588235294,17031810502
Census Tract 8106; Cook County; Illinois,4783,293,66533,2424,124,1226,0,86,845,53,99,130,133,17,031,810600,0.06125862429437592,11.1054533441588,0.05115511551155116,0.0701468189233279,0.4911242603550296,17031810600
